"","V1","V2","V3","V4"
"107","DNR ","SPY","1.20355456055476","0.554118711625713"
"108","DO ","SPY","0.711967237750512","0.452383868496963"
"109","DOV ","SPY","0.895168734901062","0.54970810283742"
"110","DOW ","SPY","1.08127778222966","0.582448656379694"
"111","DPS ","SPY","0.326146695692299","0.290283422386659"
"112","DTE ","SPY","0.339714747626173","0.370107639301133"
"113","DTV ","SPY","0.543500366737333","0.401840644382358"
"114","DVA ","SPY","0.445286078787361","0.166132245979486"
"115","DVN ","SPY","0.842105061752209","0.517837703279767"
"116","EBAY ","SPY","0.778699802938782","0.427407656164956"
"117","ECL ","SPY","0.570137439140156","0.482537809625156"
"118","ED ","SPY","0.22015032206012","0.264191994786181"
"119","EFX ","SPY","0.637112842871192","0.510468539783829"
"120","EIX ","SPY","0.336500845142741","0.321488476042849"
"121","EL ","SPY","0.713374268777318","0.250120368780181"
"122","EMC ","SPY","0.747578425283449","0.477401413140031"
"123","EMN ","SPY","0.890804545719812","0.298010178070822"
"124","EMR ","SPY","0.820401656634203","0.567797158273261"
"125","EQT ","SPY","0.752247020116682","0.419561739056166"
"126","ESRX ","SPY","0.591436924943817","0.342685632821816"
"127","ESV ","SPY","0.939166636131096","0.513488542858096"
"128","ETFC ","SPY","1.31586816947276","0.549576998133621"
"129","ETN ","SPY","1.15821969614905","0.39626568621796"
"130","ETR ","SPY","0.300491658389929","0.294749855333109"
"131","EXC ","SPY","0.239302845843748","0.210749839783671"
"132","EXPD ","SPY","0.780376439292502","0.505252663804592"
"133","EXPE ","SPY","0.845262826294105","0.324734864238169"
"134","FAST ","SPY","0.770613623201178","0.268935020579741"
"135","FCX ","SPY","1.2091805163749","0.375305135088785"
"136","FDO ","SPY","0.429053565384933","0.235310750928805"
"137","FDX ","SPY","0.799550117327358","0.542355648835869"
"138","FE ","SPY","0.30574996327471","0.254926703112891"
"139","FFIV ","SPY","0.982730371592059","0.375779111650392"
"140","FIS ","SPY","0.60032046643311","0.472177540663911"
"141","FISV ","SPY","0.606228012865004","0.234152006153026"
"142","FITB ","SPY","0.930996616205147","0.597894426467176"
"143","FLIR ","SPY","0.811319979718663","0.478048428991842"
"144","FLR ","SPY","1.23839182337193","0.632422906850851"
"145","FLS ","SPY","1.19979159249447","0.287158992451238"
"146","FMC ","SPY","0.909711758572345","0.327169396091807"
"147","FOSL ","SPY","0.731958248303244","0.224346901997039"
"148","FSLR ","SPY","1.17987413134018","0.311715916404756"
"149","FTI ","SPY","0.888991386335223","0.302591941125497"
"150","GCI ","SPY","1.06268026710381","0.507887837563305"
"151","GD ","SPY","0.629050824562315","0.499692764485555"
"152","GGP ","SPY","0.785786996222228","0.465362350910161"
"153","GILD ","SPY","0.668489877980484","0.221381799222063"
"154","GIS ","SPY","0.225932002760585","0.263553672054569"
"155","GLW ","SPY","0.903609307312416","0.477382559467994"
"156","GM ","SPY","0.945652811416004","0.49676931154007"
"157","GME ","SPY","0.590167728715937","0.238490085825712"
"158","GNW ","SPY","1.53079890554942","0.509254084437917"
"159","GPC ","SPY","0.594238762458316","0.493205367045768"
"160","GPS ","SPY","0.709303174199317","0.397268067730872"
"161","GRMN ","SPY","0.522581209047354","0.332994930466742"
"162","GS ","SPY","0.920656281936951","0.575891285591106"
"163","GWW ","SPY","0.658826096687724","0.458861140199373"
"164","HAL ","SPY","1.08709622817214","0.522211742188584"
"165","HAR ","SPY","1.2683558575672","0.531467227635456"
"166","HCN ","SPY","0.495249244517265","0.407493566492606"
"167","HCP ","SPY","0.577021048368148","0.457144110418512"
"168","HES ","SPY","1.06835606217268","0.55674976481165"
"169","HIG ","SPY","1.28114769304648","0.627605915867105"
"170","HOG ","SPY","0.88887608514335","0.471695546776958"
"171","HON ","SPY","0.850615629122808","0.634076735186739"
"172","HOT ","SPY","1.08802532710972","0.594808962145704"
"173","HP ","SPY","1.14516828320271","0.542310464662563"
"174","HRB ","SPY","0.682940456348074","0.393079182188269"
"175","HRL ","SPY","0.457422928892604","0.177913725239199"
"176","HRS ","SPY","0.752510667972382","0.529641512831923"
"177","HSP ","SPY","0.615506288803086","0.342046880010769"
"178","HST ","SPY","0.96979891673764","0.578794258760409"
"179","HSY ","SPY","0.264195044284032","0.291988317176029"
"180","HUM ","SPY","0.501053968211052","0.281902680665111"
"181","ICE ","SPY","0.649827934362794","0.460359483790341"
"182","IFF ","SPY","0.683993377095494","0.562569749075719"
"183","IGT ","SPY","0.887521372822032","0.40366418254707"
"184","INTU ","SPY","0.561642925656011","0.413405473928178"
"185","IP ","SPY","0.970076961443151","0.544504586707057"
"186","IPG ","SPY","0.937492699716016","0.445538639934199"
"187","IR ","SPY","0.992235741375565","0.49366238204175"
"188","IRM ","SPY","0.535735334731574","0.296795779871095"
"189","ISRG ","SPY","0.578446168550664","0.264460736235145"
"190","ITW ","SPY","0.813462110555912","0.59826057860125"
"191","IVZ ","SPY","1.20840789341556","0.659836480514636"
"192","JBL ","SPY","1.08766726231479","0.471755464776952"
"193","JCI ","SPY","0.945134313028352","0.537227007855098"
"194","JEC ","SPY","1.00229845932357","0.582403623256432"
"195","JNPR ","SPY","0.905418214677113","0.382173824490964"
"196","JWN ","SPY","0.667054780087873","0.438874737232189"
"197","K ","SPY","0.2603921487202","0.284822629367252"
"198","KEY ","SPY","0.951609893532886","0.605540329182327"
"199","KIM ","SPY","0.770042665221463","0.571942877451593"
"200","KLAC ","SPY","0.762909645637269","0.464708645900552"
"201","KMB ","SPY","0.259737256865394","0.314267406978823"
"202","KMX ","SPY","0.781235372022061","0.413857119851227"
"203","KR ","SPY","0.409486875115795","0.364696433565854"
"204","KSS ","SPY","0.568665681985747","0.379363950039887"
"205","KSU ","SPY","1.07400055568401","0.521350806307288"
"206","L ","SPY","0.631337491548944","0.605223538144575"
"207","LEG ","SPY","0.792493119445527","0.527876496950731"
"208","LEN ","SPY","0.99477494828809","0.4559480164848"
"209","LH ","SPY","0.470823253610546","0.384918380941551"
"210","LLL ","SPY","0.673022754539404","0.500234329411948"
"211","LLTC ","SPY","0.687151940803267","0.517438435453087"
"212","LLY ","SPY","0.377497306725645","0.355557981013624"
"213","LM ","SPY","1.0518571031373","0.562930536139744"
"214","LMT ","SPY","0.47350318510825","0.445764452149013"
"215","LNC ","SPY","1.36216869804946","0.634212664351612"
"216","LO ","SPY","0.276381988987265","0.0695388241701579"
"217","LOW ","SPY","0.639486652460904","0.436932237539679"
"218","LRCX ","SPY","0.751621512431921","0.418561225733957"
"219","LUK ","SPY","1.10670442990494","0.59730633266235"
"220","LUV ","SPY","0.674423771445658","0.439113603212411"
"221","LXK ","SPY","0.678617503421105","0.30773648080046"
"222","LYB ","SPY","1.35582235631429","0.561877533654607"
"223","M ","SPY","0.747986660582468","0.453516551120628"
"224","MA ","SPY","0.698943040124244","0.0891829867355242"
"225","MAC ","SPY","0.695065321991117","0.516701112148838"
"226","MAS ","SPY","1.18581734177801","0.502183192851686"
"227","MCK ","SPY","0.514932482127641","0.411849816194434"
"228","MCO ","SPY","0.852076162209748","0.45043056248859"
"229","MDT ","SPY","0.576309278229889","0.47998269843913"
"230","MET ","SPY","1.13702226153498","0.605038236505721"
"231","MHK ","SPY","0.949389232680554","0.504336122847376"
"232","MJN ","SPY","0.434625830906408","0.25861847599327"
"233","MKC ","SPY","0.425984693155901","0.422216848161541"
"234","MMC ","SPY","0.566874434856427","0.5537844424307"
"235","MO ","SPY","0.278056853589647","0.292550625410498"
"236","MON ","SPY","0.69613409631355","0.473791732009621"
"237","MOS ","SPY","0.98283549161707","0.455148784978209"
"238","MRO ","SPY","0.909922870674882","0.373411914123313"
"239","MS ","SPY","1.33980099343689","0.578968078280075"
"240","MTB ","SPY","0.684242806535691","0.575773573227412"
"241","MUR ","SPY","0.908983048807859","0.492271779560295"
"242","MWV ","SPY","0.763460224279437","0.511620600971312"
"243","NBL ","SPY","0.946209086452956","0.328535015204698"
"244","NBR ","SPY","1.31095884956525","0.524148203980816"
"245","NDAQ ","SPY","0.793318944413481","0.476800726276666"
"246","NE ","SPY","0.951459718698153","0.478118575598423"
"247","NEE ","SPY","0.347133811309734","0.372921900709816"
"248","NEM ","SPY","0.294970678826983","0.14765710913635"
"249","NFLX ","SPY","0.584920995702836","0.151249646441579"
"250","NFX ","SPY","1.11318282568664","0.446966398610763"
"251","NI ","SPY","0.43260102836143","0.417929818885856"
"252","NKE ","SPY","0.55391274025502","0.198939831601164"
"253","NOC ","SPY","0.624541448154391","0.522311407439574"
"254","NOV ","SPY","0.991169569212132","0.511544062715749"
"255","NRG ","SPY","0.614062176652827","0.404056396665805"
"256","NSC ","SPY","0.736506698812152","0.506027710936764"
"257","NTAP ","SPY","0.771332507742689","0.381949998065261"
"258","NTRS ","SPY","0.748941514746406","0.568414344603493"
"259","NU ","SPY","0.372186624717464","0.379681691797575"
"260","NUE ","SPY","0.872175474495323","0.570836702117685"
"261","NVDA ","SPY","0.92455378859802","0.414256516383516"
"262","NWL ","SPY","0.775650375073792","0.47539807213352"
"263","NWSA ","SPY","0.78315928689706","0.251030360637633"
"264","OI ","SPY","1.10802835383307","0.549452044207931"
"265","OKE ","SPY","0.609592174133447","0.221128311856595"
"266","OMC ","SPY","0.675592388363552","0.519446743102502"
"267","ORLY ","SPY","0.34256358618259","0.231908899483397"
"268","OXY ","SPY","0.966235949146294","0.583076622590021"
"269","PAYX ","SPY","0.545722315595419","0.4996033291875"
"270","PBCT ","SPY","0.569482065151558","0.499137667742368"
"271","PBI ","SPY","0.778801445290524","0.405834328775286"
"272","PCAR ","SPY","0.89350074699784","0.532714423000667"
"273","PCG ","SPY","0.247921268074819","0.243564203545338"
"274","PCL ","SPY","0.488052970584886","0.419743978287417"
"275","PCLN ","SPY","0.632587900434829","0.326060772414835"
"276","PCP ","SPY","0.670289950578127","0.458769994055665"
"277","PDCO ","SPY","0.584808690564516","0.378541900885188"
"278","PEG ","SPY","0.344373492973961","0.323366094541921"
"279","PEP ","SPY","0.260843773392467","0.327728294005938"
"280","PETM ","SPY","0.507409178654023","0.351675163561766"
"281","PFG ","SPY","1.0412352698063","0.594449456622148"
"282","PH ","SPY","0.998435533664388","0.59557652368668"
"283","PHM ","SPY","1.49181228076477","0.512446154970625"
"284","PKI ","SPY","0.758050492094454","0.494995291256963"
"285","PLD ","SPY","0.754940330310735","0.247974540507552"
"286","PLL ","SPY","0.887148275843704","0.573894587706415"
"287","PM ","SPY","0.416141474543654","0.401871328306057"
"288","PNC ","SPY","0.770952417770119","0.571554654234939"
"289","PNR ","SPY","0.83592741587246","0.516010198177151"
"290","PNW ","SPY","0.378278250829359","0.39113095602747"
"291","POM ","SPY","0.361522301068559","0.33325079888024"
"292","PPG ","SPY","0.848526243077805","0.605643521920313"
"293","PPL ","SPY","0.273420248911039","0.298967689294055"
"294","PRU ","SPY","1.10351912535646","0.616338650473981"
"295","PSA ","SPY","0.491543387921875","0.463202186317798"
"296","PVH ","SPY","0.823141978225495","0.404004591014308"
"297","PWR ","SPY","0.95882586875347","0.542729742684654"
"298","PX ","SPY","0.594355203125153","0.550619814245182"
"299","PXD ","SPY","1.19771371910253","0.527881630099957"
"300","QCOM ","SPY","0.69305498152502","0.467222319566821"
"301","QEP ","SPY","1.07954536345922","0.479356100740448"
"302","R ","SPY","0.972133940090057","0.525784290633121"
"303","RAI ","SPY","0.332963421097889","0.303613864268571"
"304","RDC ","SPY","0.929724891739248","0.503585500848407"
"305","REGN ","SPY","0.752636679110715","0.28699888773969"
"306","RF ","SPY","1.26602328743088","0.593708688691553"
"307","RHI ","SPY","0.935826457327327","0.531257977070956"
"308","RHT ","SPY","0.76490483039578","0.374109339192842"
"309","RIG ","SPY","0.862330428428403","0.4347136346544"
"310","RL ","SPY","0.653208103178206","0.347510751557705"
"311","ROK ","SPY","0.994478978525795","0.542818568237847"
"312","ROP ","SPY","0.7471321499481","0.578735123423941"
"313","ROST ","SPY","0.406483010079822","0.150233553249794"
"314","RRC ","SPY","0.767160870783214","0.380454947919219"
"315","RSG ","SPY","0.50363036687783","0.428243023273553"
"316","RTN ","SPY","0.532899738392857","0.468539369678857"
"317","SBUX ","SPY","0.621298025906006","0.394035533304854"
"318","SCG ","SPY","0.340386500099681","0.376518728184356"
"319","SCHW ","SPY","0.972879933308043","0.542896584546304"
"320","SE ","SPY","0.547431180660886","0.471084948458042"
"321","SEE ","SPY","0.958919870856705","0.460377386096476"
"322","SHW ","SPY","0.546743062452372","0.430402423840316"
"323","SIAL ","SPY","0.679016444540619","0.433635400571904"
"324","SJM ","SPY","0.446634954680227","0.394363554209715"
"325","SLB ","SPY","0.959656354439752","0.569805502414339"
"326","SNA ","SPY","0.861309758941185","0.601316024872286"
"327","SNDK ","SPY","0.997237090314098","0.451944883012259"
"328","SNI ","SPY","0.686112840758698","0.419774465723001"
"329","SPG ","SPY","0.52909268899246","0.46704653131973"
"330","SPLS ","SPY","0.734548680318982","0.348030160005244"
"331","SRCL ","SPY","0.50222848498231","0.428923475283302"
"332","SRE ","SPY","0.399949447062851","0.412269547132716"
"333","STI ","SPY","1.12596987296804","0.606395998220855"
"334","STJ ","SPY","0.70034570948373","0.412680060038626"
"335","STT ","SPY","0.86461058560571","0.544054313218034"
"336","STX ","SPY","0.940534731495469","0.371746959738953"
"337","STZ ","SPY","0.70399877510802","0.316393513602522"
"338","SWK ","SPY","0.855618363679237","0.503652051115094"
"339","SWN ","SPY","0.737555327292617","0.391017274434081"
"340","SWY ","SPY","0.545247751448934","0.296039597948724"
"341","SYK ","SPY","0.622491098827419","0.514871330143598"
"342","SYMC ","SPY","0.724459594584592","0.405001336469812"
"343","SYY ","SPY","0.341810998289248","0.332500021146784"
"344","TAP ","SPY","0.521671831578479","0.422022894759167"
"345","TDC ","SPY","0.822068608293978","0.365363498673566"
"346","TE ","SPY","0.440508606124579","0.426154220709176"
"347","TEG ","SPY","0.402011907640347","0.372039081762135"
"348","TEL ","SPY","0.862700199199887","0.510904136562973"
"349","TGT ","SPY","0.428533071721001","0.375199206402858"
"350","THC ","SPY","0.913710108241314","0.170470932471614"
"351","TIF ","SPY","0.858948403505462","0.455849210848518"
"352","TJX ","SPY","0.360627072276953","0.138605504530265"
"353","TMK ","SPY","0.657514430028723","0.292686950808453"
"354","TMO ","SPY","0.742008536242286","0.512733519270193"
"355","TROW ","SPY","0.962288510254249","0.612679486685235"
"356","TSN ","SPY","0.506798001809481","0.32871080494333"
"357","TSO ","SPY","1.16144731396566","0.452849556148081"
"358","TSS ","SPY","0.637320648230966","0.459811718999839"
"359","TWC ","SPY","0.521221056224449","0.36558920190402"
"360","TWX ","SPY","0.670756518713338","0.453492951721969"
"361","TXT ","SPY","1.13119009465518","0.548757116698494"
"362","TYC ","SPY","0.689445462123478","0.257741361427781"
"363","UNH ","SPY","0.507032650470052","0.34875061402585"
"364","UNM ","SPY","0.846555586212984","0.595782892088798"
"365","UNP ","SPY","0.73428838149406","0.27585218627542"
"366","UPS ","SPY","0.560214857524389","0.543998410220068"
"367","URBN ","SPY","0.60111560634135","0.285644547798747"
"368","USB ","SPY","0.708035189670331","0.579839281874371"
"369","V ","SPY","0.605323248898684","0.438858148222763"
"370","VAR ","SPY","0.678089411624217","0.449708362437718"
"371","VFC ","SPY","0.441046416875671","0.0909756191160642"
"372","VLO ","SPY","1.11191009172093","0.484540950763778"
"373","VMC ","SPY","0.857367329813453","0.400353697761357"
"374","VNO ","SPY","0.646909383917695","0.535325945402897"
"375","VRSN ","SPY","0.610701638426532","0.317078069316681"
"376","VTR ","SPY","0.529910263369747","0.420169206410267"
"377","WAG ","SPY","0.422465854032393","0.273763718345764"
"378","WAT ","SPY","0.801629753152714","0.510548693252318"
"379","WEC ","SPY","0.302588673962711","0.118995738088398"
"380","WFC ","SPY","0.826249492568945","0.589954951171725"
"381","WHR ","SPY","0.938362953177622","0.435203558162113"
"382","WIN ","SPY","0.456959520210465","0.273803592382909"
"383","WLP ","SPY","0.533756669623089","0.352312694751016"
"384","WM ","SPY","0.489796408350634","0.427962692215267"
"385","WMB ","SPY","0.768133133963196","0.409372509530592"
"386","WU ","SPY","0.655161974761234","0.338965783787851"
"387","WY ","SPY","0.743825060926178","0.480655917899201"
"388","WYN ","SPY","0.948684088154598","0.559856144697464"
"389","WYNN ","SPY","0.871706710369842","0.40663856847252"
"390","X ","SPY","1.33249386972786","0.489874721833141"
"391","XEL ","SPY","0.306060517200685","0.349492332218303"
"392","XL ","SPY","0.827988949346626","0.579904403291389"
"393","XRAY ","SPY","0.693608182599197","0.501545435597602"
"394","XRX ","SPY","0.87458896253438","0.50284474944191"
"395","YHOO ","SPY","0.686471606399426","0.374672108479244"
"396","YUM ","SPY","0.550956350500128","0.36694465328315"
"397","ZION ","SPY","1.08011903650327","0.576110746368214"
"398","ZMH ","SPY","0.605406878192904","0.460912753666397"
